6. VALID POSTAL VOTES,"","","", 1598 
7. TOTAL VALID VOTES POLLED,"","","",1027366 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 5583 
10. TENDERED VOTES,"","","", 40 
V. POLLING STATIONS,"","","",""
NUMBER  2009 ,AVERAGE E,LECTORS PER POLLING ,STATION  8,74 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
10-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER SHS,Gawali Bhavana ,Pundlikrao, 477905 ,""
RUNER-UP INC,Adv.Shivajirao Sh,ivaramji Moghe, 384089 ,""
MARGIN  93816 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Hingoli,"","",No. :15,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 48 , 1 , 0 , 49 
2. NOMINATION REJECTED, 2 , 0 , 0 , 2 
3. WITHDRAWN, 23 , 1 , 0 , 24 
4. CONTESTED, 23 , 0 , 0 , 23 
5. FORFEITED DEPOSIT, 21 , 0 , 0, 21 
II. ELECTORS,"","","",""
1. GENERAL, 838940 , 746416 , 10 ,1585366 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 600 , 228 ,"", 828 
4. TOTAL, 839540 , 746644 , 10 ,1586194 
III. VOTERS,"","","",""
1. GENERAL, 575663 , 473420 , 2 ,1049085 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 2392 
5. TOTAL,"","","",1051477 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  66.29 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","",1049085 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 3101 
3. TOTAL VALID VOTES POLLED ON EVM,"","","",1045984 
4. POSTAL VOTES COUNTED,"","","", 2392 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 319 
6. VALID POSTAL VOTES,"","","", 2073 
7. TOTAL VALID VOTES POLLED,"","","",1048057 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 3107 
10. TENDERED VOTES,"","","", 18 
V. POLLING STATIONS,"","","",""
NUMBER  1874 ,AVERAGE E,LECTORS PER POLLING ,STATION  8,46 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
17-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER INC,Rajeev Shankarra,o Satav, 467397 ,""
RUNER-UP SHS,Wankhede Subha,sh Bapurao, 465765 ,""
MARGIN  1632 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Nanded,"","",No. :16,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 60 , 7 , 0 , 67 
2. NOMINATION REJECTED, 7 , 2 , 0 , 9 
3. WITHDRAWN, 30 , 5 , 0 , 35 
4. CONTESTED, 23 , 0 , 0 , 23 
5. FORFEITED DEPOSIT, 21 , 0 , 0, 21 
II. ELECTORS,"","","",""
1. GENERAL, 877840 , 808404 , 9 ,1686253 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 680 , 124 ,"", 804 
4. TOTAL, 878520 , 808528 , 9 ,1687057 
III. VOTERS,"","","",""
1. GENERAL, 548032 , 462233 , 0 ,1010265 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 3755 
5. TOTAL,"","","",1014020 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  60.11 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","",1010265 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 3151 
3. TOTAL VALID VOTES POLLED ON EVM,"","","",1007114 
4. POSTAL VOTES COUNTED,"","","", 3755 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 674 
6. VALID POSTAL VOTES,"","","", 3081 
7. TOTAL VALID VOTES POLLED,"","","",1010195 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 3155 
10. TENDERED VOTES,"","","", 19 
V. POLLING STATIONS,"","","",""
NUMBER  1866 ,AVERAGE E,LECTORS PER POLLING ,STATION  9,04 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
17-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER INC,Ashok Shankarra,o Chavan, 493075 ,""
RUNER-UP BJP,D. B. Patil,"", 411620 ,""
MARGIN  81455 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Parbhani,"","",No. :17,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 28 , 1 , 0 , 29 
2. NOMINATION REJECTED, 3 , 0 , 0 , 3 
3. WITHDRAWN, 9 , 0 , 0 , 9 
4. CONTESTED, 16 , 1 , 0 , 17 
5. FORFEITED DEPOSIT, 14 , 1 , 0, 15 
II. ELECTORS,"","","",""
1. GENERAL, 945234 , 857649 , 11 ,1802894 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 667 , 231 ,"", 898 
4. TOTAL, 945901 , 857880 , 11 ,1803792 
III. VOTERS,"","","",""
1. GENERAL, 637677 , 523946 , 1 ,1161624 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 747 
5. TOTAL,"","","",1162371 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  64.44 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","",1161624 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 17496 
3. TOTAL VALID VOTES POLLED ON EVM,"","","",1144128 
4. POSTAL VOTES COUNTED,"","","", 747 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 144 
6. VALID POSTAL VOTES,"","","", 603 
7. TOTAL VALID VOTES POLLED,"","","",1144731 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 17502 
10. TENDERED VOTES,"","","", 26 
V. POLLING STATIONS,"","","",""
NUMBER  1975 ,AVERAGE E,LECTORS PER POLLING ,STATION  9,13 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
17-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER SHS,Jadhav Sanjay (B,andu) Haribhau, 578455 ,""
RUNER-UP NCP,Bhambale Vijay M,anikrao, 451300 ,""
MARGIN  127155 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Jalna,"","",No. :18,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 32 , 2 , 0 , 34 
2. NOMINATION REJECTED, 6 , 1 , 0 , 7 
3. WITHDRAWN, 5 , 0 , 0 , 5 
4. CONTESTED, 21 , 1 , 0 , 22 
5. FORFEITED DEPOSIT, 19 , 1 , 0, 20 
II. ELECTORS,"","","",""
1. GENERAL, 864686 , 744664 , 0 ,1609350 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 1926 , 780 ,"", 2706 
4. TOTAL, 866612 , 745444 , 0 ,1612056 
III. VOTERS,"","","",""
1. GENERAL, 595979 , 469547 , 0 ,1065526 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 849 
5. TOTAL,"","","",1066375 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  66.15 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","",1065526 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 4127 
3. TOTAL VALID VOTES POLLED ON EVM,"","","",1061399 
4. POSTAL VOTES COUNTED,"","","", 849 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 117 
6. VALID POSTAL VOTES,"","","", 732 
7. TOTAL VALID VOTES POLLED,"","","",1062131 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 4128 
10. TENDERED VOTES,"","","", 0 
V. POLLING STATIONS,"","","",""
NUMBER  1851 ,AVERAGE E,LECTORS PER POLLING ,STATION  8,71 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Danve Raosaheb, Dadarao, 591428 ,""
RUNER-UP INC,Autade Vilas Kes,havrao, 384630 ,""
MARGIN  206798 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Aurangabad,"","",No. :19,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 43 , 2 , 0 , 45 
2. NOMINATION REJECTED, 8 , 0 , 0 , 8 
3. WITHDRAWN, 9 , 1 , 0 , 10 
4. CONTESTED, 26 , 1 , 0 , 27 
5. FORFEITED DEPOSIT, 24 , 1 , 0, 25 
II. ELECTORS,"","","",""
1. GENERAL, 844279 , 742597 , 0 ,1586876 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 1732 , 787 ,"", 2519 
4. TOTAL, 846011 , 743384 , 0 ,1589395 
III. VOTERS,"","","",""
1. GENERAL, 554458 , 428022 , 0, 982480 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 577 
5. TOTAL,"","","", 983057 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  61.85 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 982480 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 6370 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 976110 
4. POSTAL VOTES COUNTED,"","","", 577 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 126 
6. VALID POSTAL VOTES,"","","", 451 
7. TOTAL VALID VOTES POLLED,"","","", 976561 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 6372 
10. TENDERED VOTES,"","","", 14 
V. POLLING STATIONS,"","","",""
NUMBER  1713 ,AVERAGE E,LECTORS PER POLLING ,STATION  9,28 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER SHS,Chandrakant Bha,urao Khaire, 520902 ,""
RUNER-UP INC,Patil Nitin Suresh,"", 358902 ,""
MARGIN  162000 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Dindori,"","",No. :20,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 12 , 3 , 0 , 15 
2. NOMINATION REJECTED, 3 , 1 , 0 , 4 
3. WITHDRAWN, 0 , 1 , 0 , 1 
4. CONTESTED, 9 , 1 , 0 , 10 
5. FORFEITED DEPOSIT, 8 , 0 , 0, 8 
II. ELECTORS,"","","",""
1. GENERAL, 805081 , 721556 , 30 ,1526667 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 3035 , 506 ,"", 3541 
4. TOTAL, 808116 , 722062 , 30 ,1530208 
III. VOTERS,"","","",""
1. GENERAL, 546617 , 422882 , 0, 969499 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 817 
5. TOTAL,"","","", 970316 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  63.41 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 969499 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 10894 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 958605 
4. POSTAL VOTES COUNTED,"","","", 817 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 137 
6. VALID POSTAL VOTES,"","","", 680 
7. TOTAL VALID VOTES POLLED,"","","", 959285 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 10897 
10. TENDERED VOTES,"","","", 7 
V. POLLING STATIONS,"","","",""
NUMBER  1750 ,AVERAGE E,LECTORS PER POLLING ,STATION  8,74 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Chavan Harishch,andra Deoram, 542784 ,""
RUNER-UP NCP,Dr. Bharati Pravin, Pawar, 295165 ,""
MARGIN  247619 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Nashik,"","",No. :21,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 29 , 0 , 0 , 29 
2. NOMINATION REJECTED, 5 , 0 , 0 , 5 
3. WITHDRAWN, 9 , 0 , 0 , 9 
4. CONTESTED, 15 , 0 , 0 , 15 
5. FORFEITED DEPOSIT, 13 , 0 , 0, 13 
II. ELECTORS,"","","",""
1. GENERAL, 847647 , 742050 , 17 ,1589714 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 3052 , 1008 ,"", 4060 
4. TOTAL, 850699 , 743058 , 17 ,1593774 
III. VOTERS,"","","",""
1. GENERAL, 523318 , 412087 , 0, 935405 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 2195 
5. TOTAL,"","","", 937600 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  58.83 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 935405 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 8905 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 926500 
4. POSTAL VOTES COUNTED,"","","", 2195 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 206 
6. VALID POSTAL VOTES,"","","", 1989 
7. TOTAL VALID VOTES POLLED,"","","", 928489 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 8916 
10. TENDERED VOTES,"","","", 110 
V. POLLING STATIONS,"","","",""
NUMBER  1664 ,AVERAGE E,LECTORS PER POLLING ,STATION  9,58 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER SHS,Godse Hemant T,ukaram, 494735 ,""
RUNER-UP NCP,Chhagan Bhujbal,"", 307399 ,""
MARGIN  187336 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Palghar,"","",No. :22,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 16 , 1 , 0 , 17 
2. NOMINATION REJECTED, 3 , 0 , 0 , 3 
3. WITHDRAWN, 3 , 1 , 0 , 4 
4. CONTESTED, 10 , 0 , 0 , 10 
5. FORFEITED DEPOSIT, 8 , 0 , 0, 8 
II. ELECTORS,"","","",""
1. GENERAL, 830226 , 747605 , 78 ,1577909 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 172 , 68 ,"", 240 
4. TOTAL, 830398 , 747673 , 78 ,1578149 
III. VOTERS,"","","",""
1. GENERAL, 531904 , 460337 , 39, 992280 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 490 
5. TOTAL,"","","", 992770 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  62.91 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 992280 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 21790 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 970490 
4. POSTAL VOTES COUNTED,"","","", 490 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 159 
6. VALID POSTAL VOTES,"","","", 331 
7. TOTAL VALID VOTES POLLED,"","","", 970821 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 21797 
10. TENDERED VOTES,"","","", 55 
V. POLLING STATIONS,"","","",""
NUMBER  2002 ,AVERAGE E,LECTORS PER POLLING ,STATION  7,88 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Adv. Chintaman N,avasha Wanga, 533201 ,""
RUNER-UP BVA,Baliram Sukur Ja,dhav, 293681 ,""
MARGIN  239520 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Bhiwandi,"","",No. :23,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 16 , 1 , 0 , 17 
2. NOMINATION REJECTED, 1 , 0 , 0 , 1 
3. WITHDRAWN, 3 , 0 , 0 , 3 
4. CONTESTED, 12 , 1 , 0 , 13 
5. FORFEITED DEPOSIT, 10 , 1 , 0, 11 
II. ELECTORS,"","","",""
1. GENERAL, 945201 , 750985 , 32 ,1696218 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 320 , 46 ,"", 366 
4. TOTAL, 945521 , 751031 , 32 ,1696584 
III. VOTERS,"","","",""
1. GENERAL, 502705 , 372339 , 0, 875044 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 770 
5. TOTAL,"","","", 875814 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  51.62 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 875044 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 9304 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 865740 
4. POSTAL VOTES COUNTED,"","","", 770 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 216 
6. VALID POSTAL VOTES,"","","", 554 
7. TOTAL VALID VOTES POLLED,"","","", 866294 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 9311 
10. TENDERED VOTES,"","","", 102 
V. POLLING STATIONS,"","","",""
NUMBER  1990 ,AVERAGE E,LECTORS PER POLLING ,STATION  8,53 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER BJP,Kapil Moreshwar ,Patil, 411070 ,""
RUNER-UP INC,Patil Vishwanath ,Ramchandra, 301620 ,""
MARGIN  109450 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Kalyan,"","",No. :24,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 24 , 3 , 0 , 27 
2. NOMINATION REJECTED, 7 , 1 , 0 , 8 
3. WITHDRAWN, 1 , 0 , 0 , 1 
4. CONTESTED, 16 , 2 , 0 , 18 
5. FORFEITED DEPOSIT, 14 , 2 , 0, 16 
II. ELECTORS,"","","",""
1. GENERAL ,1044524 , 876910 , 96 ,1921530 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 419 , 85 ,"", 504 
4. TOTAL ,1044943 , 876995 , 96 ,1922034 
III. VOTERS,"","","",""
1. GENERAL, 472077 , 352517 , 58, 824652 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 762 
5. TOTAL,"","","", 825414 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  42.94 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 824652 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 10229 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 814423 
4. POSTAL VOTES COUNTED,"","","", 762 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 174 
6. VALID POSTAL VOTES,"","","", 588 
7. TOTAL VALID VOTES POLLED,"","","", 815011 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 9185 
10. TENDERED VOTES,"","","", 171 
V. POLLING STATIONS,"","","",""
NUMBER  1856 ,AVERAGE E,LECTORS PER POLLING ,STATION  1,036 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER SHS,Dr.Shrikant Eknat,h Shinde, 440892 ,""
RUNER-UP NCP,Anand Prakash P,aranjpe, 190143 ,""
MARGIN  250749 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Thane,"","",No. :25,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 39 , 0 , 0 , 39 
2. NOMINATION REJECTED, 6 , 0 , 0 , 6 
3. WITHDRAWN, 7 , 0 , 0 , 7 
4. CONTESTED, 26 , 0 , 0 , 26 
5. FORFEITED DEPOSIT, 24 , 0 , 0, 24 
II. ELECTORS,"","","",""
1. GENERAL, 1141094 , 931335 , 47 ,2072476 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 643 , 132 ,"", 775 
4. TOTAL, 1141737 , 931467 , 47 ,2073251 
III. VOTERS,"","","",""
1. GENERAL, 590956 , 462684 , 18 ,1053658 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 917 
5. TOTAL,"","","",1054575 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  50.87 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","",1053658 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 13527 
3. TOTAL VALID VOTES POLLED ON EVM,"","","",1040131 
4. POSTAL VOTES COUNTED,"","","", 917 
5. POSTAL VOTES DEDUCTED (REJECTED POSTA,L VOTES + NOTA),"","", 33 
6. VALID POSTAL VOTES,"","","", 884 
7. TOTAL VALID VOTES POLLED,"","","",1041015 
8. TEST VOTES POLLED ON EVM,"","","", 0 
9. VOTES POLLED FOR 'NOTA' (INCLUDING PO,STAL),"","", 13174 
10. TENDERED VOTES,"","","", 176 
V. POLLING STATIONS,"","","",""
NUMBER  2197 ,AVERAGE E,LECTORS PER POLLING ,STATION  9,44 
"DATE(s) OF RE-POLL, IF ANY :","","",n,ull
NUMBER OF POLLING STATIONS WHERE RE-POL,L WAS ORDERED,"",N,IL
VI. DATES,"","","",""
POLLING,COUNTING,DE,CLARATION OF RES,ULT
24-Apr-2014,16-May-2014,1,6-May-2014,""
VII. RESULT,"","","",""
PARTY,CANDIDATE,"",VOTES,""
WINNER SHS,Vichare Rajan Ba,burao, 595364 ,""
RUNER-UP NCP,Sanjeev Ganesh ,Naik, 314065 ,""
MARGIN  281299 ,"","","",""


State/UT :S13,"","",Code :S13,""
Constituency :Mumbai North,"","",No. :26,""
I. CANDIDATES,MEN,WOMEN,OTHERS,TOTAL
1. NOMINATED, 25 , 2 , 0 , 27 
2. NOMINATION REJECTED, 4 , 2 , 0 , 6 
3. WITHDRAWN, 0 , 0 , 0 , 0 
4. CONTESTED, 21 , 0 , 0 , 21 
5. FORFEITED DEPOSIT, 19 , 0 , 0, 19 
II. ELECTORS,"","","",""
1. GENERAL, 972593 , 811041 , 7 ,1783641 
2. OVERSEAS, 0, 0, 0, 0 
3. SERVICE, 160 , 69 ,"", 229 
4. TOTAL, 972753 , 811110 , 7 ,1783870 
III. VOTERS,"","","",""
1. GENERAL, 527247 , 418394 , 1, 945642 
2. OVERSEAS, 0, 0, 0, 0 
3. PROXY,"","","", 0 
4. POSTAL,"","","", 1075 
5. TOTAL,"","","", 946717 
6. Votes Rejected Due to Other Reason,"","","", 0 
III(A). POLLING PERCENTAGE  53.07 ,"","","",""
IV. VOTES,"","","",""
1. TOTAL VOTES POLLED ON EVM,"","","", 945642 
2. TOTAL DEDUCTED VOTES FROM EVM,(TEST VOTES + VOTES NOT RET,RIVED+ NOTA),"", 8740 
3. TOTAL VALID VOTES POLLED ON EVM,"","","", 936902 
4. POSTAL VOTES COUNTED,"","","", 1075 
